node_id,x,y
914,-84.3920866515816,33.777615514342294
915,-84.39221779976602,33.77815072349045
916,-84.39208286414211,33.7778605501997
917,-84.3920876581713,33.77755039103843
918,-84.39362473339953,33.777637265466446
919,-84.39319668013592,33.77816976814327
920,-84.39250669254132,33.77959773699413
921,-84.391931,33.7795987
922,-84.39241751239747,33.779597888848855
923,-84.39273077204705,33.77959736367516
924,-84.39323906143998,33.77959659506565
925,-84.39274777622379,33.77959734007464
926,-84.3927551800945,33.77959732979862
927,-84.39225626786225,33.77959816341386
928,-84.393597,33.779596
929,-84.393597,33.779596
930,-84.393597,33.779596
931,-84.3954589,33.7790153
932,-84.3954589,33.7790153
933,-84.393597,33.779596
934,-84.388808,33.7758859
935,-84.39199725677571,33.772507054134095
936,-84.39501092640367,33.776949992145916
937,-84.3990893,33.7804521
938,-84.3990893,33.7804521
939,-84.399141,33.7805085
940,-84.3990893,33.7804521
941,-84.3954589,33.7790153
942,-84.3954589,33.7790153
943,-84.39724344363674,33.778248404859625
944,-84.3954585587828,33.7790142510731
945,-84.39908590365961,33.7801289364595
946,-84.39852470514876,33.7782620975375
947,-84.4060792,33.7805541
948,-84.40566302251669,33.780564662837804
949,-84.40455554303615,33.7805684853632
950,-84.40514772947294,33.77965257071015
951,-84.40394791061492,33.780567678565845
952,-84.4033144,33.7805609
953,-84.40442268350657,33.778677449246224
954,-84.40485061515663,33.77868156195873
955,-84.40553703013796,33.77868697698331
956,-84.40420132423156,33.77823007933188
957,-84.40423376876885,33.77753776026315
958,-84.39510091446665,33.775539704392486
959,-84.3947131,33.7757579
960,-84.3944699932137,33.775835613948324
961,-84.3948163509309,33.7769452220078
962,-84.3951556503765,33.77696486633711
963,-84.3955,33.772358
964,-84.3955,33.772358
965,-84.39548547979862,33.77332729718921
966,-84.39515266992034,33.77392270065624
967,-84.39549416098833,33.77277528271382
968,-84.3957869824267,33.77236038934924
969,-84.39604827185565,33.77236333146954
970,-84.39577394360477,33.77236024252284
971,-84.39971000535728,33.77347128378723
972,-84.40258281489572,33.77489405557084
973,-84.4025729677682,33.77478816107639
974,-84.40387557471087,33.77726946089403
975,-84.4042354,33.7773601
976,-84.405540948475,33.77868700789448
977,-84.4060716,33.7786912
978,-84.40418728347062,33.778637412646084
979,-84.40420087987653,33.778242414627584
980,-84.40421982359392,33.77788427933182
981,-84.40392785315656,33.777270777068395
982,-84.40252022031973,33.77580064424827
983,-84.40256024590529,33.77526748037846
984,-84.40253919176536,33.775547406048176
985,-84.4024594329076,33.77662205419356
986,-84.40170371860948,33.77814416555814
987,-84.40023916286587,33.77844190311291
988,-84.39360812307356,33.77880812701353
989,-84.39542319614068,33.77883304982093
990,-84.4036947958514,33.77726810550983
991,-84.39283964955881,33.778162812020206
992,-84.3955,33.772358
993,-84.40362456049176,33.78056524490199
994,-84.40452636308851,33.78056858762937
995,-84.4034807491207,33.779650860379995
996,-84.40276478508783,33.77996656367894
997,-84.4027050753276,33.779901759229276
998,-84.40234430674109,33.779510279661366
999,-84.3991891,33.7804505
1000,-84.39918680792944,33.78001567008626
1001,-84.3990893,33.7804521
1002,-84.3990893,33.7804521
1003,-84.3990893,33.7804521
1004,-84.3990893,33.7804521
1005,-84.3990893,33.7804521
1006,-84.3954589,33.7790153
1007,-84.3990893,33.7804521
1008,-84.3954589,33.7790153
1009,-84.3968249,33.7782402
1010,-84.39360452281431,33.779063824983176
1011,-84.39947913718439,33.773434152882295
1012,-84.3961004,33.7753318
1013,-84.40069094363601,33.77362919027503
1014,-84.40250088671836,33.773736050464585
1015,-84.40134571438276,33.77342312236374
1016,-84.4027811,33.7739322
1017,-84.4027811,33.7739322
1018,-84.4042354,33.7773601
1019,-84.404179,33.7772771
1020,-84.40263431662144,33.774108218379844
1021,-84.3920541,33.7712937
1022,-84.3920541,33.7712937
1023,-84.3920541,33.7712937
1024,-84.3920541,33.7712937
1025,-84.3920541,33.7712937
1026,-84.39209581304733,33.77715869889251
1027,-84.40416316336068,33.78011249472815
1028,-84.40008054436612,33.77353093128468
1029,-84.4060716,33.7786912
1030,-84.3920541,33.7712937
1031,-84.39251233627532,33.77129102762266
1032,-84.3942264,33.7733518
1033,-84.40418289190507,33.77887587247684
1034,-84.40358527061221,33.779651484668435
1035,-84.40417855909313,33.7791618480265
1036,-84.39229446006989,33.77959809838069
1037,-84.40612931301702,33.77885022368913
1038,-84.40611205183768,33.779338785463054
1039,-84.40612068167455,33.77909238079709
1040,-84.3961053,33.7752097
1041,-84.38879931425544,33.77638886924119
1042,-84.3920541,33.7712937
1043,-84.39421738787921,33.77370009714656
1044,-84.39313060829528,33.779596761703004
1045,-84.395969,33.775401
1046,-84.39867036987917,33.77826474024541
1047,-84.40254299476841,33.77549664209128
1048,-84.39560994675594,33.77740730291851
1049,-84.404179,33.7772771
1050,-84.4027811,33.7739322
1051,-84.3991891,33.7804505
1052,-84.39755336757355,33.77300500183287
1053,-84.388808,33.7758859
1054,-84.40326198816577,33.780504241357065
1055,-84.392634348541,33.776910325719086
1056,-84.4027645,33.7738413
1057,-84.40247125022704,33.77646359468288
1058,-84.4027811,33.7739322
1059,-84.39210046240905,33.771292539802324
1060,-84.3920541,33.7712937
1061,-84.3954589,33.7790153
1062,-84.4041934013168,33.77845734833591
1063,-84.39053475038277,33.77687501045077
1064,-84.4019935,33.7779593
1065,-84.40169356858041,33.778824972083726
1066,-84.40156759287049,33.77823442682981
1067,-84.40182487960949,33.77806467670292
1068,-84.404179,33.7772771
1069,-84.40540023413251,33.779650342870916
1070,-84.39198572089538,33.77374792836416
1071,-84.40417826796597,33.77918052361634
1072,-84.3954589,33.7790153
1073,-84.39199670927404,33.772441319714005
1074,-84.39549482117333,33.77273167277886
1075,-84.39199155236747,33.77325061615379
1076,-84.3967154,33.7782277
1077,-84.3990893,33.7804521
1078,-84.3977201,33.7782492
1079,-84.39827415867097,33.7782575520229
1080,-84.39199811137877,33.77262883263415
1081,-84.40205356943945,33.77918910387362
1082,-84.388808,33.7758859
1083,-84.399141,33.7805085
1084,-84.4033144,33.7805609
1085,-84.404179,33.7772771
1086,-84.388808,33.7758859
1087,-84.39918829948668,33.78029863419712
1088,-84.40205503217771,33.7739967302684
1089,-84.3887846,33.7775901
1090,-84.39288701924944,33.77409939296815
1091,-84.40112092655062,33.77369840675209
1092,-84.40072812804131,33.77363517603272
1093,-84.39291999439021,33.77129491716269
1094,-84.40253144794897,33.77565077350682
1095,-84.39163918456815,33.77689224909193
1096,-84.39922873350446,33.77877644137319
1097,-84.40057645525204,33.7784856856355
1098,-84.39918726604466,33.7801025793657
1099,-84.39400216898669,33.77492225592995
1100,-84.3954589,33.7790153
1101,-84.38878876410891,33.77724803368735
1102,-84.3989077898731,33.77334287119731
1103,-84.40085308001473,33.77365529017007
1104,-84.39802902039526,33.77318708460278
1105,-84.38879737528379,33.776527742173926
1106,-84.388808,33.7758859
1107,-84.39463939468979,33.776942147979106
