node_id,x,y
460,-84.3920119,33.7716068
461,-84.3920074,33.7716487
462,-84.3920052,33.7718169
463,-84.3920039,33.7719318
464,-84.3919999,33.7720739
465,-84.391995,33.7722361
466,-84.3919982,33.7726203
467,-84.3919943,33.7729958
468,-84.3919866,33.7737099
469,-84.3919835,33.773844
470,-84.3922579,33.7712886
471,-84.3929706,33.7712954
472,-84.3932194,33.7713034
473,-84.3933889,33.771313
474,-84.3934241,33.771315
475,-84.3887928,33.7769165
476,-84.3920852,33.7751444
477,-84.3921192,33.7751599
478,-84.392157,33.7751889
479,-84.3919734,33.7752563
480,-84.3919741,33.7750628
481,-84.3919744,33.7749953
482,-84.3919776,33.7748583
483,-84.3919782,33.7747046
484,-84.391981,33.774401
485,-84.3919853,33.7739993
486,-84.3919854,33.773969
487,-84.3920251,33.7768991
488,-84.3916937,33.7768931
489,-84.3904572,33.7768738
490,-84.3921785,33.7769027
491,-84.3928241,33.7769135
492,-84.3930433,33.7769167
493,-84.3935664,33.7769273
494,-84.3921018,33.7768207
495,-84.3920978,33.7767291
496,-84.3920894,33.7766275
497,-84.3920631,33.7764467
498,-84.3920459,33.7762916
499,-84.3919912,33.7758473
500,-84.3919867,33.7757922
501,-84.391976,33.7755701
502,-84.3919749,33.7755013
503,-84.3919753,33.7754396
504,-84.3920991,33.7769558
505,-84.3920921,33.7773879
506,-84.3920894,33.7774377
507,-84.3920795,33.7780782
508,-84.3917665,33.7781459
509,-84.3915969,33.7781448
510,-84.391582,33.7781448
511,-84.3920795,33.7780782
512,-84.3920894,33.7774377
513,-84.3920921,33.7773879
514,-84.3920991,33.7769558
515,-84.39216,33.7781496
516,-84.3926899,33.7781599
517,-84.3928339,33.7781627
518,-84.3935422,33.7781765
519,-84.391582,33.7781448
520,-84.3915969,33.7781448
521,-84.3917665,33.7781459
522,-84.392157,33.7751889
523,-84.3921192,33.7751599
524,-84.3920852,33.7751444
525,-84.3924112,33.7754069
526,-84.392537,33.7755195
527,-84.392613,33.7755799
528,-84.392747,33.7756609
529,-84.39286,33.7757189
530,-84.393007,33.7757829
531,-84.39316,33.7758349
532,-84.406037,33.7796311
533,-84.405993,33.7796456
534,-84.4053556,33.7796507
535,-84.4052232,33.7796521
536,-84.4050789,33.779653
537,-84.4048894,33.7796542
538,-84.4042721,33.7796549
539,-84.4041698,33.779737
540,-84.4041657,33.7799691
541,-84.4041623,33.7801613
542,-84.4041587,33.7805131
543,-84.4040931,33.7796545
544,-84.4040064,33.779654
545,-84.402667,33.779646
546,-84.4025954,33.7796581
547,-84.4025944,33.7796586
548,-84.4028084,33.7800139
549,-84.4024714,33.7796482
550,-84.4023188,33.7794826
551,-84.4021875,33.7793401
552,-84.4019913,33.7791189
553,-84.401842,33.7789657
554,-84.4016551,33.7787885
555,-84.4014754,33.778599
556,-84.4013662,33.7784866
557,-84.4013422,33.7784621
558,-84.4034467,33.7805642
559,-84.4038382,33.7805665
560,-84.4028084,33.7800139
561,-84.3904572,33.7768738
562,-84.3916937,33.7768931
563,-84.3920251,33.7768991
564,-84.3903096,33.7768694
565,-84.389756,33.7768594
566,-84.3895323,33.7768554
567,-84.3889004,33.7768441
568,-84.3889004,33.7768441
569,-84.3895323,33.7768554
570,-84.389756,33.7768594
571,-84.3903096,33.7768694
572,-84.3887943,33.776748
573,-84.3888025,33.7761607
574,-84.3888054,33.7759541
575,-84.3954238,33.7789074
576,-84.3954182,33.7782179
577,-84.3954289,33.7780087
578,-84.3954782,33.7778621
579,-84.395581,33.7777458
580,-84.3956676,33.777689
581,-84.3920383,33.775358
582,-84.3921009,33.7753306
583,-84.3921777,33.7753089
584,-84.3919753,33.7754396
585,-84.3919749,33.7755013
586,-84.391976,33.7755701
587,-84.3919867,33.7757922
588,-84.3919912,33.7758473
589,-84.3920459,33.7762916
590,-84.3920631,33.7764467
591,-84.3920894,33.7766275
592,-84.3920978,33.7767291
593,-84.3921018,33.7768207
594,-84.3919734,33.7752563
595,-84.4044943,33.7805687
596,-84.4046655,33.7805681
597,-84.40497,33.780567
598,-84.4050951,33.7805666
599,-84.4059453,33.7805637
600,-84.4060251,33.7805634
601,-84.4060551,33.7805633
602,-84.4060792,33.7805541
603,-84.4060888,33.7805367
604,-84.4060908,33.7804205
605,-84.4060998,33.7797248
606,-84.4061003,33.7797029
607,-84.4041587,33.7805131
608,-84.4041623,33.7801613
609,-84.4041657,33.7799691
610,-84.4041698,33.779737
611,-84.3942229,33.7734832
612,-84.3942226,33.7734939
613,-84.3942178,33.7736837
614,-84.3942131,33.7738707
615,-84.3920586,33.7795985
616,-84.3927046,33.7795974
617,-84.3929928,33.779597
618,-84.3930406,33.7795969
619,-84.3934311,33.7795963
620,-84.3935125,33.7795962
621,-84.4026551,33.7738742
622,-84.4026403,33.77379
623,-84.4026403,33.77379
624,-84.4022699,33.7736479
625,-84.4020299,33.7735687
626,-84.4016278,33.77347
627,-84.4025306,33.7738063
628,-84.4025633,33.7738734
629,-84.3959975,33.7752077
630,-84.3958747,33.7752272
631,-84.393713,33.7713999
632,-84.3934241,33.771315
633,-84.3933889,33.771313
634,-84.3932194,33.7713034
635,-84.3929706,33.7712954
636,-84.3922579,33.7712886
637,-84.393713,33.7713999
638,-84.4025402,33.7740252
639,-84.4023872,33.7741298
640,-84.3956301,33.7752969
641,-84.3954786,33.7753498
642,-84.3952886,33.7754384
643,-84.395124,33.7755249
644,-84.395015,33.7755948
645,-84.3949172,33.7756535
646,-84.3948575,33.7756878
647,-84.3947131,33.7757579
648,-84.3945652,33.7758096
649,-84.3943866,33.7758584
650,-84.3958747,33.7752272
651,-84.3959975,33.7752077
652,-84.3957768,33.7753264
653,-84.3959235,33.7753967
654,-84.395969,33.775401
655,-84.3960102,33.7753948
656,-84.3960586,33.7753811
657,-84.3960806,33.7753658
658,-84.3961004,33.7753318
659,-84.3937244,33.773969
660,-84.3937889,33.774199
661,-84.3939491,33.7747521
662,-84.3941391,33.7753613
663,-84.3941489,33.7753947
664,-84.3941655,33.7754406
665,-84.3942618,33.7757836
666,-84.3942729,33.77582
667,-84.3938662,33.7739113
668,-84.3941328,33.7739133
669,-84.3936779,33.7739118
670,-84.3929145,33.7739036
671,-84.3991967,33.7795008
672,-84.3992001,33.7794487
673,-84.3992286,33.778921
674,-84.3992291,33.7783796
675,-84.4012517,33.7737194
676,-84.4013069,33.7737283
677,-84.4013535,33.7737357
678,-84.401375,33.7737392
679,-84.401535,33.773765
680,-84.401745,33.773831
681,-84.401857,33.773878
682,-84.401962,33.773934
683,-84.402137,33.774052
684,-84.4022805,33.7741673
685,-84.399707,33.7734708
686,-84.3993358,33.7734111
687,-84.3992493,33.7733972
688,-84.399223,33.773393
689,-84.3991782,33.7733858
690,-84.3991677,33.7733842
691,-84.3991381,33.7733797
692,-84.3983858,33.7732594
693,-84.3983257,33.7732484
694,-84.398286,33.773242
695,-84.398132,33.773213
696,-84.397981,33.773175
697,-84.397913,33.773158
698,-84.397725,33.773088
699,-84.3974692,33.7729643
700,-84.3972935,33.7728569
701,-84.3971822,33.7727908
702,-84.3971441,33.7727636
703,-84.3971131,33.7727414
704,-84.3970204,33.7726752
705,-84.3969025,33.7725842
706,-84.3967657,33.7724787
707,-84.396722,33.772445
708,-84.396636,33.772403
709,-84.3965668,33.7723839
710,-84.396542,33.772377
711,-84.3965216,33.7723748
712,-84.396451,33.772367
713,-84.3962391,33.7723583
714,-84.3960988,33.7723639
715,-84.3960277,33.7723631
716,-84.3956192,33.7723585
717,-84.3956074,33.7723585
718,-84.3955613,33.7723583
719,-84.4012345,33.7734696
720,-84.4016278,33.77347
721,-84.4020299,33.7735687
722,-84.4022699,33.7736479
723,-84.4012345,33.7734696
724,-84.399223,33.773393
725,-84.3956192,33.7723585
726,-84.3972935,33.7728569
727,-84.3996523,33.7783258
728,-84.3956548,33.777476
729,-84.4042015,33.7782252
730,-84.3920293,33.7714464
731,-84.3920978,33.7767291
732,-84.393714,33.7714604
733,-84.38879860332409,33.77643978753151
734,-84.38963669107508,33.77685726662629
735,-84.38926371709667,33.77685059704572
736,-84.38879547592076,33.776663778260755
737,-84.38879543711516,33.77666655759294
738,-84.38879172325167,33.77700495093626
739,-84.38878881091291,33.77724418890956
740,-84.38925910415499,33.77685051455444
741,-84.38983148909676,33.77686076360363
742,-84.38983250213326,33.7768607819027
743,-84.39010186351996,33.776865647534684
744,-84.39026068149644,33.776868516356515
745,-84.38988743825423,33.77686177424592
746,-84.38943275424201,33.776853619865385
747,-84.38879305700166,33.776837878341446
748,-84.4025954,33.7796581
749,-84.389756,33.7768594
750,-84.3974584,33.7782488
751,-84.3940566,33.7769334
752,-84.4006752,33.7784898
753,-84.4025755,33.775064
754,-84.38982950520652,33.77686072776746
755,-84.3900462970411,33.776864643804934
756,-84.3920541,33.7712937
757,-84.3920541,33.7712937
758,-84.38986988610564,33.77686145719122
759,-84.3919744,33.7749953
760,-84.3919853,33.7739993
761,-84.4041734,33.7794928
762,-84.3990865,33.7801858
763,-84.40400768132633,33.78056832065248
764,-84.3942264,33.7733518
765,-84.38879576408736,33.77664313920571
766,-84.39940781252474,33.773422681755726
767,-84.3961053,33.7752097
768,-84.399544334532,33.77344463855485
769,-84.39330398542606,33.77390778362653
770,-84.40492188033343,33.779653994319794
771,-84.388808,33.7758859
772,-84.38981439828608,33.77686045488233
773,-84.3990893,33.7804521
774,-84.39530203792118,33.77392168747145
775,-84.39889966220645,33.7733415715053
776,-84.40005162303449,33.77352627567484
777,-84.40424580663628,33.78056957806842
778,-84.3942264,33.7733518
779,-84.3994028,33.778284
780,-84.3961004,33.7753318
781,-84.39199604737676,33.77236185067253
782,-84.40125527535334,33.77371997646095
783,-84.40111082053566,33.77369677993686
784,-84.40076264714938,33.773640732744326
785,-84.3961053,33.7752097
786,-84.39837444494604,33.77325732170394
787,-84.40258293473154,33.774895344266774
788,-84.39863994083568,33.77330003956205
789,-84.39549713580199,33.77257877502295
790,-84.38878580609355,33.777491023827146
791,-84.4060551,33.7805633
792,-84.3954589,33.7790153
793,-84.39267273868336,33.77561601069666
794,-84.39548178661254,33.77359240483562
795,-84.40070672459453,33.77848917309045
796,-84.39516242069563,33.77392263451532
797,-84.39877296062917,33.77332131070543
798,-84.3961053,33.7752097
799,-84.3984372570284,33.77826051101866
800,-84.39633093302776,33.772362070398025
801,-84.39688816759947,33.77257314686947
802,-84.3954771,33.7739205
803,-84.39197442505761,33.77529204034194
804,-84.3919797879439,33.774532421512404
805,-84.39197982083232,33.774528855466606
806,-84.393714,33.7714604
807,-84.3893240947081,33.77685167675297
808,-84.389937735925,33.77686268280211
809,-84.388808,33.7758859
810,-84.39769227617695,33.778249471572366
811,-84.3920541,33.7712937
812,-84.3920541,33.7712937
813,-84.39515631952811,33.775507915557824
814,-84.39532194396217,33.775422851183954
815,-84.399203023043,33.779394577551166
816,-84.39579940355155,33.772360529219924
817,-84.404179,33.7772771
818,-84.39364507571132,33.77620096636905
819,-84.39198410097312,33.77387907497659
820,-84.39777729364666,33.778250399866714
821,-84.39331337950529,33.775792334372944
822,-84.404179,33.7772771
823,-84.38878465122954,33.77758589168004
824,-84.40329451117005,33.777272731613174
825,-84.39215460519839,33.775187062718345
826,-84.38880694998593,33.77591344267652
827,-84.40137663554124,33.77849734134465
828,-84.39019830185903,33.776867389556706
829,-84.38879304458146,33.776838776417954
830,-84.40297470020386,33.78019367512155
831,-84.39550492991566,33.77235802412683
832,-84.3954589,33.7790153
833,-84.39421908479585,33.773632897031256
834,-84.39276399996933,33.7795973175573
835,-84.40514976741515,33.77868392192592
836,-84.40609516930368,33.78008275282532
837,-84.3960586,33.7753811
838,-84.39202894208462,33.77144969940386
839,-84.4021944,33.7777797
840,-84.39697686331876,33.77824404461126
841,-84.4027645,33.7738413
842,-84.39720643987937,33.77824833683801
843,-84.39565263525617,33.77747268448544
844,-84.39730705266142,33.77824852178798
845,-84.39735270505192,33.778248605707816
846,-84.39566549377798,33.77749207623386
847,-84.3961004,33.7753318
848,-84.39877028481875,33.778266552942284
849,-84.39429284359299,33.77693664667832
850,-84.39392274103426,33.77693184271309
851,-84.39407543589824,33.77591027688474
852,-84.39420651382348,33.77558668246576
853,-84.39310901504192,33.77502703124027
854,-84.39407759605936,33.775164098943996
855,-84.39393810031703,33.77471412294226
856,-84.39385621883724,33.77443142227764
857,-84.39467918825221,33.7739202400233
858,-84.39407400669154,33.773912858939916
859,-84.3944954187625,33.77391817758308
860,-84.3942264,33.7733518
861,-84.3942264,33.7733518
862,-84.3942264,33.7733518
863,-84.3942264,33.7733518
864,-84.39549878007283,33.772488918250104
865,-84.3942264,33.7733518
866,-84.3942264,33.7733518
867,-84.39283989769645,33.77129415294561
868,-84.3937114,33.7713171
869,-84.39354095207688,33.771315854122385
870,-84.39200700908394,33.771678587309594
871,-84.39200625188364,33.7717364787137
872,-84.39199864195338,33.772115543910836
873,-84.3919968138264,33.77245387253202
874,-84.39199766741439,33.772147803140285
875,-84.391996494543,33.7727845048983
876,-84.39199663520859,33.77277096132656
877,-84.39198962566286,33.773429299239965
878,-84.39198946880441,33.77344384633354
879,-84.39198302364997,33.77421195344301
880,-84.39198445218783,33.77407850142994
881,-84.39198303167731,33.77421120353939
882,-84.3919774201529,33.77486599970405
883,-84.39197688908727,33.77558855479281
884,-84.39199112744069,33.77584641155144
885,-84.39202073966747,33.77608723554399
886,-84.39247925713732,33.77546781600686
887,-84.39309368367088,33.775812361116905
888,-84.3920484397605,33.776314502142654
889,-84.39338055619164,33.77588656678393
890,-84.39227800433467,33.77390848717918
891,-84.39198054795399,33.77445001470335
892,-84.39302872636497,33.77444057736243
893,-84.39318606848695,33.77543092981975
894,-84.39257120160097,33.775546681272345
895,-84.39234510479359,33.77534936099321
896,-84.39310493556387,33.77487391483073
897,-84.39197792497004,33.774775053507646
898,-84.39010395265076,33.77686568527187
899,-84.38956793383896,33.77685603717191
900,-84.3888013034805,33.77624639706083
901,-84.388808,33.7758859
902,-84.3887846,33.7775901
903,-84.39206345069299,33.77644911084758
904,-84.39235066766071,33.77690558012815
905,-84.39334085472835,33.77692272959304
906,-84.39312831753128,33.77691842277926
907,-84.39289301389034,33.776914506042196
908,-84.39264423480842,33.77691049110274
909,-84.39335586506382,33.77692303375966
910,-84.39304227791868,33.77691668507911
911,-84.39284690915771,33.776913832980405
912,-84.39209532212654,33.77718900273174
913,-84.39245834388004,33.77815539909788
